image,drawings,hentai,neutral,porn,sexy
frame_0.jpg,0.853400468826294,0.11574185639619827,0.02876632660627365,0.0008953496580943465,0.001196078141219914
frame_1.jpg,0.9728493094444275,0.020188648253679276,0.00661841593682766,8.258708112407476e-05,0.00026102890842594206
frame_10.jpg,0.9737719297409058,0.020688537508249283,0.0053579905070364475,5.550083369598724e-05,0.0001259826385648921
frame_100.jpg,0.28790009021759033,0.7025455832481384,0.003843767801299691,0.005545085296034813,0.00016544913523830473
frame_101.jpg,0.3104517459869385,0.6817492842674255,0.002842280315235257,0.004818455781787634,0.0001382426853524521
frame_102.jpg,0.3599344789981842,0.6332305073738098,0.0017117951065301895,0.004928651265799999,0.00019463396165519953
frame_103.jpg,0.6195046901702881,0.3747951090335846,0.002310297219082713,0.0032340914476662874,0.00015583228378091007
frame_104.jpg,0.36793309450149536,0.6266103386878967,0.0013299839338287711,0.0039560748264193535,0.00017045577988028526
frame_105.jpg,0.4631587564945221,0.5300207138061523,0.002535139210522175,0.0041087353602051735,0.00017657467105891556
frame_106.jpg,0.5607872605323792,0.4301862418651581,0.004160376265645027,0.004548239521682262,0.00031784153543412685
frame_107.jpg,0.6962392926216125,0.2906188368797302,0.009137964807450771,0.0034951812122017145,0.0005086697638034821
frame_108.jpg,0.7134045362472534,0.2735121548175812,0.008537991903722286,0.0039028963074088097,0.000642464030534029
frame_109.jpg,0.6963201761245728,0.29127103090286255,0.009085919708013535,0.002743951976299286,0.0005788775160908699
frame_11.jpg,0.978322446346283,0.017156638205051422,0.004329093266278505,5.2645631512859836e-05,0.0001391853584209457
frame_110.jpg,0.5826170444488525,0.4000299870967865,0.01012058649212122,0.006351552903652191,0.0008808675920590758
frame_111.jpg,0.640762984752655,0.34290269017219543,0.010992988012731075,0.004428640939295292,0.0009127527591772377
frame_112.jpg,0.6126938462257385,0.37201812863349915,0.006858538370579481,0.007164417766034603,0.001265044091269374
frame_113.jpg,0.48276519775390625,0.49230343103408813,0.007106135133653879,0.01571405865252018,0.0021111604291945696
frame_114.jpg,0.6552949547767639,0.31554949283599854,0.021008392795920372,0.0061151133850216866,0.0020319651812314987
frame_115.jpg,0.7003876566886902,0.2586909830570221,0.03067820332944393,0.007380159106105566,0.002863090019673109
frame_116.jpg,0.6857427954673767,0.2675921618938446,0.026845859363675117,0.015519184060394764,0.004300069995224476
frame_117.jpg,0.6882330179214478,0.25740838050842285,0.03400285914540291,0.014350786805152893,0.0060049244202673435
frame_118.jpg,0.8687078356742859,0.0989755392074585,0.026113690808415413,0.004357360769063234,0.001845485414378345
frame_119.jpg,0.6620973944664001,0.2885931134223938,0.02843397855758667,0.016893241554498672,0.003982214722782373
frame_12.jpg,0.9838885068893433,0.013589571230113506,0.0024175106082111597,4.455623638932593e-05,5.985282041365281e-05
frame_120.jpg,0.7876054048538208,0.17813187837600708,0.026324540376663208,0.005327692721039057,0.002610438968986273
frame_121.jpg,0.9023874998092651,0.07339024543762207,0.02113182470202446,0.0016524344682693481,0.0014378788182511926
frame_122.jpg,0.9198407530784607,0.06161441281437874,0.01589108817279339,0.0016611951868981123,0.000992614426650107
frame_123.jpg,0.9527587294578552,0.04023570939898491,0.006638552062213421,0.0003132364072371274,5.3849911637371406e-05
frame_124.jpg,0.9538130164146423,0.039424799382686615,0.006363745778799057,0.0003401620779186487,5.827361746923998e-05
frame_125.jpg,0.9561444520950317,0.03618674352765083,0.007321675308048725,0.00029647964402101934,5.05760071973782e-05
frame_126.jpg,0.9425998330116272,0.04708657041192055,0.009930103085935116,0.0003147322277072817,6.8720466515515e-05
frame_127.jpg,0.941341757774353,0.04759977385401726,0.010647265240550041,0.00033680503838695586,7.435186125803739e-05
frame_128.jpg,0.939677357673645,0.04878837615251541,0.011117581278085709,0.00033994612749665976,7.673658546991646e-05
frame_129.jpg,0.9397150874137878,0.048741769045591354,0.011126439087092876,0.0003399568668100983,7.673300569877028e-05
frame_13.jpg,0.9838461875915527,0.013632887043058872,0.002414486138150096,4.6071061660768464e-05,6.038866558810696e-05
frame_130.jpg,0.9414018392562866,0.046896956861019135,0.01130004320293665,0.0003253279719501734,7.569787703687325e-05
frame_131.jpg,0.9414018392562866,0.046896956861019135,0.01130004320293665,0.0003253279719501734,7.569787703687325e-05
frame_132.jpg,0.9411087036132812,0.047257907688617706,0.011229751631617546,0.0003271720197517425,7.651756459381431e-05
frame_133.jpg,0.9410734176635742,0.04730210453271866,0.011220836080610752,0.0003271576133556664,7.65187869546935e-05
frame_134.jpg,0.9410130381584167,0.047376617789268494,0.01120981015264988,0.0003250946756452322,7.553856266895309e-05
frame_135.jpg,0.9412647485733032,0.04722435027360916,0.011111442930996418,0.00032380654010921717,7.564312545582652e-05
frame_136.jpg,0.9915071725845337,0.003517874050885439,0.004939093254506588,3.1659568776376545e-05,4.168119176028995e-06
frame_137.jpg,0.9916104674339294,0.0033623913768678904,0.004994518589228392,2.879057137761265e-05,3.733468247446581e-06
frame_138.jpg,0.990971565246582,0.004338241647928953,0.0046238973736763,6.124150240793824e-05,5.044537829235196e-06
frame_139.jpg,0.9920126795768738,0.0039290483109653,0.004008890129625797,4.5177715946920216e-05,4.143390015087789e-06
frame_14.jpg,0.9953195452690125,0.004595453385263681,7.84548683441244e-05,6.035625119693577e-06,4.929956389787549e-07
frame_140.jpg,0.9925692677497864,0.0027789813466370106,0.004603478591889143,4.322724271332845e-05,4.935691322316416e-06
frame_141.jpg,0.9925352334976196,0.003553905291482806,0.003841689322143793,6.144685903564095e-05,7.695693966525141e-06
frame_142.jpg,0.9885388016700745,0.003978694789111614,0.0074258968234062195,4.700072531704791e-05,9.580491678207181e-06
frame_143.jpg,0.9885468482971191,0.003929211758077145,0.007469130214303732,4.5351254811976105e-05,9.47410171647789e-06
frame_144.jpg,0.9811371564865112,0.006550495978444815,0.012193970382213593,0.00010409664537291974,1.426209018973168e-05
