image,drawings,hentai,neutral,porn,sexy
frame_0.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_1.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_10.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_100.jpg,0.010437803342938423,0.008074355311691761,0.9808294773101807,8.440179954050109e-05,0.0005740323686040938
frame_101.jpg,0.010421945713460445,0.008078513666987419,0.9808413982391357,8.445983985438943e-05,0.000573658209759742
frame_102.jpg,0.010421945713460445,0.008078513666987419,0.9808413982391357,8.445983985438943e-05,0.000573658209759742
frame_103.jpg,0.010445944033563137,0.008076069876551628,0.9808196425437927,8.427692955592647e-05,0.0005739204352721572
frame_104.jpg,0.01043302845209837,0.008062073029577732,0.9808464646339417,8.435039489995688e-05,0.0005740431370213628
frame_105.jpg,0.01043302845209837,0.008062073029577732,0.9808464646339417,8.435039489995688e-05,0.0005740431370213628
frame_106.jpg,0.010440067388117313,0.00806282926350832,0.9808382987976074,8.43806701595895e-05,0.0005743419751524925
frame_107.jpg,0.008345306850969791,0.00617219228297472,0.985095202922821,4.0799313865136355e-05,0.0003464236215222627
frame_108.jpg,0.008345306850969791,0.00617219228297472,0.985095202922821,4.0799313865136355e-05,0.0003464236215222627
frame_109.jpg,0.008385374210774899,0.0061996025033295155,0.9850269556045532,4.0916922444012016e-05,0.00034712828346528113
frame_11.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_110.jpg,0.008334718644618988,0.006166588980704546,0.9851118922233582,4.078673737240024e-05,0.0003460926527623087
frame_111.jpg,0.008385374210774899,0.0061996025033295155,0.9850269556045532,4.0916922444012016e-05,0.00034712828346528113
frame_112.jpg,0.008385374210774899,0.0061996025033295155,0.9850269556045532,4.0916922444012016e-05,0.00034712828346528113
frame_113.jpg,0.008391184732317924,0.0062011065892875195,0.985019326210022,4.09674430557061e-05,0.00034731568302959204
frame_114.jpg,0.008346199057996273,0.006172001827508211,0.9850949048995972,4.079058635397814e-05,0.00034615531330928206
frame_115.jpg,0.008334718644618988,0.006166588980704546,0.9851118922233582,4.078673737240024e-05,0.0003460926527623087
frame_116.jpg,0.03872113302350044,0.021656395867466927,0.938025176525116,0.0003655830805655569,0.001231657457537949
frame_117.jpg,0.06402815133333206,0.015917740762233734,0.918018102645874,0.0009872489608824253,0.0010488770203664899
frame_118.jpg,0.22264455258846283,0.032360535115003586,0.7123715877532959,0.02384214662015438,0.008781124837696552
frame_119.jpg,0.007279505953192711,0.0021577279549092054,0.9879330992698669,0.002301385160535574,0.0003282467951066792
frame_12.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_120.jpg,0.02252204902470112,0.007709326688200235,0.9659892320632935,0.0031415915582329035,0.0006378131220117211
frame_121.jpg,0.00029062869725748897,3.4480162867112085e-05,0.997121274471283,0.0024886757601052523,6.488960207207128e-05
frame_122.jpg,0.02667064592242241,0.0038413468282669783,0.9659479856491089,0.0030403684359043837,0.0004996628267690539
frame_123.jpg,0.005386638455092907,0.0010932307923212647,0.9929935336112976,0.00025644476409070194,0.00027014996157959104
frame_124.jpg,0.025847233831882477,0.006542150862514973,0.9669281244277954,0.00010571518214419484,0.0005768141709268093
frame_125.jpg,0.02653496153652668,0.009474270045757294,0.9637392163276672,1.726643677102402e-05,0.00023426332336384803
frame_126.jpg,0.026479685679078102,0.009454702027142048,0.9638145565986633,1.7251393728656694e-05,0.00023377120669465512
frame_127.jpg,0.02434726245701313,0.009439612738788128,0.9659596681594849,1.749532930261921e-05,0.00023592673824168742
frame_128.jpg,0.03861250355839729,0.015212945640087128,0.9458941221237183,2.137452429451514e-05,0.0002589868090581149
frame_129.jpg,0.038588713854551315,0.015195174142718315,0.9459359049797058,2.1359104721341282e-05,0.00025875752908177674
frame_13.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_130.jpg,0.039913881570100784,0.015706820413470268,0.944093644618988,2.1780788301839493e-05,0.00026391036226414144
frame_131.jpg,0.03905995190143585,0.01543908379971981,0.9452148675918579,2.1758378352387808e-05,0.00026432081358507276
frame_132.jpg,0.03941313177347183,0.015581527724862099,0.944719135761261,2.1756384740001522e-05,0.00026448117569088936
frame_133.jpg,0.03978449106216431,0.015428866259753704,0.9445019364356995,2.1655056116287597e-05,0.00026305962819606066
frame_134.jpg,0.03952774405479431,0.015344193205237389,0.9448425769805908,2.1476005713338964e-05,0.00026402552612125874
frame_135.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_136.jpg,0.03905899077653885,0.01540888100862503,0.945246160030365,2.1722109522670507e-05,0.00026428746059536934
frame_137.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_138.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_139.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_14.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_140.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_141.jpg,0.03905899077653885,0.01540888100862503,0.945246160030365,2.1722109522670507e-05,0.00026428746059536934
frame_142.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_143.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_144.jpg,0.039761725813150406,0.015648821368813515,0.9443010687828064,2.1927206034888513e-05,0.00026647059712558985
frame_145.jpg,0.05198385566473007,0.019032614305615425,0.9286798238754272,2.1485462639248e-05,0.00028225319692865014
frame_146.jpg,0.02438800223171711,0.023811880499124527,0.9511984586715698,5.342654185369611e-05,0.0005481813568621874
frame_147.jpg,0.058760371059179306,0.006777706556022167,0.9341254234313965,6.610630953218788e-05,0.00027035691891796887
frame_148.jpg,0.29502934217453003,0.012368550524115562,0.6888219714164734,0.0015362126287072897,0.002243895549327135
frame_149.jpg,0.025832945480942726,0.00957842543721199,0.9089165329933167,0.05371436849236488,0.0019577897619456053
frame_15.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_150.jpg,0.0016811054665595293,0.0003170292475260794,0.9978470802307129,0.00010993089381372556,4.4833795982412994e-05
frame_151.jpg,0.002684297738596797,0.0003219366481062025,0.9959352016448975,0.000990955508314073,6.768370803911239e-05
frame_152.jpg,0.15803976356983185,0.007721975911408663,0.8216575980186462,0.010254159569740295,0.0023264868650585413
frame_153.jpg,0.047724392265081406,0.003983751870691776,0.9457206130027771,0.0007280127028934658,0.0018431838834658265
frame_154.jpg,0.04254019260406494,0.005238107405602932,0.9504446387290955,0.00030248938128352165,0.0014746577944606543
frame_155.jpg,0.06694597750902176,0.012452568858861923,0.9177037477493286,0.00025150415604002774,0.002646207343786955
frame_156.jpg,0.06732527166604996,0.012559629045426846,0.9172584414482117,0.0002444412966724485,0.002612283220514655
frame_157.jpg,0.0679527223110199,0.012638397514820099,0.9165310263633728,0.00024812459014356136,0.0026296605356037617
frame_158.jpg,0.06764589250087738,0.012574187479913235,0.9169005155563354,0.00024771946482360363,0.002631662879139185
frame_159.jpg,0.06752631068229675,0.012561904266476631,0.917034924030304,0.0002470171020831913,0.002629863331094384
frame_16.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_160.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_161.jpg,0.05525057390332222,0.016767198219895363,0.9251834750175476,0.0002441996184643358,0.002554504666477442
frame_162.jpg,0.055216263979673386,0.016754284501075745,0.9252294898033142,0.0002441549440845847,0.00255576241761446
frame_163.jpg,0.055216263979673386,0.016754284501075745,0.9252294898033142,0.0002441549440845847,0.00255576241761446
frame_164.jpg,0.05519154667854309,0.016731156036257744,0.9252811074256897,0.0002442696422804147,0.0025519616901874542
frame_165.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_166.jpg,0.05519154667854309,0.016731156036257744,0.9252811074256897,0.0002442696422804147,0.0025519616901874542
frame_167.jpg,0.05519329383969307,0.016729766502976418,0.9252810478210449,0.0002442477270960808,0.0025515903253108263
frame_168.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_169.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_17.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_170.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_171.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_172.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_173.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_174.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_175.jpg,0.05514941364526749,0.016715584322810173,0.9253403544425964,0.00024387981102336198,0.0025508354883641005
frame_176.jpg,0.10395827889442444,0.01944396086037159,0.8728074431419373,0.0003405419993214309,0.0034497855231165886
frame_177.jpg,0.09162721782922745,0.011482263915240765,0.8923079967498779,0.0007119104266166687,0.0038704904727637768
frame_178.jpg,0.10231723636388779,0.012945123948156834,0.876344621181488,0.004327526316046715,0.004065575078129768
frame_179.jpg,0.011535662226378918,0.0038372769486159086,0.9819551110267639,0.0022905180230736732,0.000381441815989092
frame_18.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_180.jpg,0.019525909796357155,0.0011654343688860536,0.9790264368057251,0.00016197808145079762,0.00012021621660096571
frame_181.jpg,0.0010829997481778264,0.000391367037082091,0.9943374991416931,0.00401271739974618,0.0001753196702338755
frame_182.jpg,0.021277252584695816,0.005179732106626034,0.9660983681678772,0.006611764896661043,0.0008329236879944801
frame_183.jpg,0.009153516963124275,0.0033515351824462414,0.9867215156555176,0.00038423246587626636,0.0003891383530572057
frame_184.jpg,0.013430771417915821,0.00902047660201788,0.9770870804786682,8.946924208430573e-05,0.00037210495793260634
frame_185.jpg,0.007343217730522156,0.008288179524242878,0.9839111566543579,6.61060112179257e-05,0.00039122856105677783
frame_186.jpg,0.007318214047700167,0.008249287493526936,0.9839810729026794,6.511090032290667e-05,0.0003862878365907818
frame_187.jpg,0.008246468380093575,0.00903256330639124,0.98226398229599,6.096095603425056e-05,0.000396115385228768
frame_188.jpg,0.007909067906439304,0.00879878830164671,0.9828436374664307,6.027980271028355e-05,0.0003882271994370967
frame_189.jpg,0.007909067906439304,0.00879878830164671,0.9828436374664307,6.027980271028355e-05,0.0003882271994370967
frame_19.jpg,0.006749478634446859,0.009947765618562698,0.9826129674911499,3.553266651579179e-05,0.0006542165065184236
frame_190.jpg,0.008101493120193481,0.008938441053032875,0.9825054407119751,6.123258208390325e-05,0.00039338553324341774
frame_191.jpg,0.008135815151035786,0.008893948048353195,0.9825166463851929,6.0674188716802746e-05,0.0003930058446712792
frame_192.jpg,0.00803830474615097,0.00913966540247202,0.9823743104934692,5.8645477110985667e-05,0.0003891858796123415
frame_193.jpg,0.00815751776099205,0.009203949011862278,0.9822036027908325,5.765888636233285e-05,0.0003772830532398075
frame_194.jpg,0.008336719125509262,0.009429436177015305,0.9817937612533569,5.84761546633672e-05,0.0003816623939201236
frame_195.jpg,0.008343708701431751,0.009426642209291458,0.9817889332771301,5.85996858717408e-05,0.0003821427235379815
frame_196.jpg,0.00831968430429697,0.009404512122273445,0.9818347096443176,5.857001451659016e-05,0.00038255384424701333
frame_197.jpg,0.008348898962140083,0.009437157772481441,0.9817720651626587,5.871503526577726e-05,0.0003831915673799813
frame_198.jpg,0.008325242437422276,0.009403995238244534,0.9818294048309326,5.858165241079405e-05,0.0003826960746664554
